Facility Name,Facility Address,Latitude,Longitude,NAICS Code,Pollutant,Source Type,Emissions in Tons,Year
Tru-coat Plating,130 N Mannheim Rd,41.8897,-87.8838,332813,PM2.5 Primary (Filt + Cond,,0.001,2011
VON ALVENS AIRVIEW,Unknown,41.3014,-87.6545,48811,PM2.5 Primary (Filt + Cond,Airport,0.00894193,2011
Waste Management of Illinois Inc CID RDF,138th & I-94,41.6453,-87.5758,562212,PM2.5 Primary (Filt + Cond,Landfill,3.14,2011
B-K Concrete,803 W Maple Ave,41.549,-87.9812,327320,PM2.5 Primary (Filt + Cond,,0,2011
Cargill Inc,Front & Mulberry St,41.2556,-89.3466,424510,PM2.5 Primary (Filt + Cond,,0.279847,2011
Northern Partners Cooperative,4536 E 2nd Rd,41.5893,-89.1275,424510,PM2.5 Primary (Filt + Cond,,0.310342992,2011
Howell Asphalt Co,300 Illinois Route 130,39.2571,-88.1505,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.357187,2011
Trammo Terminal Niota Inc,1175 E CR 2920 N,40.6277,-91.2714,424910,PM2.5 Primary (Filt + Cond,,0.03,2011
Cargill Grain,104 N Parke St,39.7997,-88.2904,424510,PM2.5 Primary (Filt + Cond,,0.0106911703,2011
Hillsboro Energy LLC,12051 9th Ave,39.1417,-89.47,212112,PM2.5 Primary (Filt + Cond,,0.6075808,2011
Natural Gas Pipeline Co of America,23725 W County Farm Rd,41.506,-88.1927,486210,PM2.5 Primary (Filt + Cond,,0.38005,2011
LUTZ RLA,Unknown,40.4276,-89.6038,48811,PM2.5 Primary (Filt + Cond,Airport,0.00735607,2011
Honquest Family Funeral Service Inc,4311 N Mulford Rd,42.323,-88.9981,812210,PM2.5 Primary (Filt + Cond,,0.936,2011
Big River Resources West Burlington LLC Aledo Elevator,508 E 19th Ave,41.1972,-90.7273,424510,PM2.5 Primary (Filt + Cond,,0.3400860267,2011
Encompass Grain & Coal Co,102 W Jefferson St,40.085,-89.7405,424510,PM2.5 Primary (Filt + Cond,,0.410096334,2011
Sem Minerals LP,3806 Gardner Expy,39.8856,-91.4029,212399,PM2.5 Primary (Filt + Cond,Mineral Processing Plant,7.51644389,2011
JF Helmold & Brothers Inc,901 Morse Ave,41.9995,-87.973,333514,PM2.5 Primary (Filt + Cond,,0.00340728732,2011
Caterpillar Inc,100 Tractor Dr,40.6771,-89.59,333120,PM2.5 Primary (Filt + Cond,,2.65025,2011
Pioneer Hi-bred International Inc,28857 E 200 North Rd,40.3105,-88.7124,424520,PM2.5 Primary (Filt + Cond,,3.9051266,2011
Ursa Farmers Coop,201 Center St,40.1543,-91.2214,424510,PM2.5 Primary (Filt + Cond,,0.051315376,2011
Lewis ASP Plant,County Rd 1200N & 700E,38.7465,-87.7773,211111,PM2.5 Primary (Filt + Cond,,0.0054134728,2011
North Shore Water Reclamation Dist,Foss Park,42.3289,-87.8331,221320,PM2.5 Primary (Filt + Cond,Wastewater Treatment Facility,0.03,2011
Hodgson Mill,1100 Stevens Ave,39.1032,-88.5543,311211,PM2.5 Primary (Filt + Cond,,0.006,2011
K&K Iron Works,5100 S Lawndale Ave,41.7989,-87.8218,333120,PM2.5 Primary (Filt + Cond,,0.0317442,2011
HATTAN FARMS,Unknown,40.93,-89.1209,48811,PM2.5 Primary (Filt + Cond,Airport,0.00699676,2011
Presence Resurrection Medical Ctr,7435 W Talcott Ave,41.9864,-87.815,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.588,2011
Kewanee Municipal Airport,3761 Midland Rd,41.2039,-89.9622,488119,PM2.5 Primary (Filt + Cond,Airport,0.5507575,2011
HOLLAND FIELD,Unknown,40.2997,-89.1239,48811,PM2.5 Primary (Filt + Cond,Airport,0.00745569,2011
Midwest Brass Forging Co Inc,10015 Franklin Ave,41.9381,-87.8763,332618,PM2.5 Primary (Filt + Cond,,0.01,2011
United Suppliers Inc,1557 County Rd 1400 N,41.1238,-89.3423,325312,PM2.5 Primary (Filt + Cond,Fertilizer Plant,34.119344,2011
Havana Regional Airport,9772 State Route 97,40.2227,-90.0228,488119,PM2.5 Primary (Filt + Cond,Airport,0.0492022,2011
REID RLA,Unknown,42.1161,-88.412,48811,PM2.5 Primary (Filt + Cond,Airport,0.0101015,2011
Red Bud Regional Hospital,325 Spring St,38.2097,-89.9969,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Northwestern University Chicago Campus,410 E Huron,41.8953,-87.6173,611310,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",2.529,2011
Hartsburg Grain Co,114 S First,40.2483,-89.439,424510,PM2.5 Primary (Filt + Cond,,0.57537201,2011
Scotts Co,23580 Bluff Rd,41.4349,-88.1844,325314,PM2.5 Primary (Filt + Cond,,0.131579,2011
Ardagh Glass Inc,13850 Cottage Grove Ave,41.6423,-87.6,327213,PM2.5 Primary (Filt + Cond,Glass Plant,78.045,2011
Probat Burns,601 Corporate Woods Pkwy,42.2167,-87.9499,333241,PM2.5 Primary (Filt + Cond,,2.505615,2011
Carstens Inc,7310 W Wilson St,41.9642,-87.8107,339112,PM2.5 Primary (Filt + Cond,,0.00142405,2011
St Alexius Medical Center,1555 N Barrington Rd,42.053,-88.1399,621111,PM2.5 Primary (Filt + Cond,,0.2700427732,2011
IL Bell Telephone Co dba AT&T Illinois,106 W Eastman St,42.0862,-87.9843,517911,PM2.5 Primary (Filt + Cond,,0.0036,2011
Northwest Community Hospital,800 W Central Rd,42.0678,-87.9935,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
W L Miller Co,US 136 and Warsaw Blacktop,40.3855,-91.3597,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.718718077,2011
Chicago Midway International Airport,5700 S Cicero,41.785,-87.7519,488119,PM2.5 Primary (Filt + Cond,Airport,21.9193983788,2011
Natural Gas Pipeline Co of America,5611 S 12000 West Rd,41.0335,-88.09,486210,PM2.5 Primary (Filt + Cond,Compressor Station,9.8747,2011
Engineered Polymer Solutions Inc,901 N Greenwood Ave,41.1303,-87.8564,325510,PM2.5 Primary (Filt + Cond,,0.4131579,2011
Roll Services Inc,19421 S Forrest Ave,41.5368,-87.6237,332410,PM2.5 Primary (Filt + Cond,,0.3571,2011
Kishwaukee Community Hospital,One Kish Hospital Dr,41.9606,-88.7218,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Poli-Film America Inc,1 Elgiloy Dr,42.1519,-88.5116,326113,PM2.5 Primary (Filt + Cond,,0.06,2011
Lacey and Bauer Quarry,47424 212th Ave,39.463,-90.671,212312,PM2.5 Primary (Filt + Cond,,0.795525,2011
Blachford Inc,1400 Nuclear Dr,41.9066,-88.2337,326199,PM2.5 Primary (Filt + Cond,,0.366229453,2011
Consolidated Grain & Barge Co,42 Cargill Rd,38.5765,-90.214,488320,PM2.5 Primary (Filt + Cond,,0.0564686,2011
Park Funeral Home Inc,530 N 5th St,39.8071,-89.6486,812210,PM2.5 Primary (Filt + Cond,,1.2,2011
Focal Point LLC,4201 S Pulaski Rd,41.8165,-87.7229,335122,PM2.5 Primary (Filt + Cond,,0.0882353,2011
Clarke Mosquito Control,610 Lunt Ave,42.0019,-88.0955,325314,PM2.5 Primary (Filt + Cond,,0.0352942,2011
Midwestern Gas Transmission Co,23823 Amoco Rd,41.4482,-88.1907,486210,PM2.5 Primary (Filt + Cond,,0.23,2011
ADM Grain Co,546 S Water St,40.2949,-90.0672,424510,PM2.5 Primary (Filt + Cond,,1.240548,2011
Kankakee Valley Const Co Inc,1019 E Livingston Rd,41.0971,-88.819,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.0001,2011
Charleston Stone Co,10336 N Co Rd 1950 E,39.5202,-88.1041,212312,PM2.5 Primary (Filt + Cond,,0.00007,2011
Casey Stone Co,7600 N Hwy 49,39.2562,-87.9856,212321,PM2.5 Primary (Filt + Cond,,0.01065882,2011
Rees Farmers Elevator Co,Commercial St,39.6279,-90.2197,424510,PM2.5 Primary (Filt + Cond,,0.51018746,2011
Farmers Grain Co of Central IL,110 N Main,39.9657,-89.1631,424510,PM2.5 Primary (Filt + Cond,,0.71821797,2011
Perfection Spring & Stamping Corp,1449 E Algonquin Rd,42.0304,-87.9489,332618,PM2.5 Primary (Filt + Cond,,0.21331509,2011
Shelby County Energy Ctr,3575 E 400 N Rd,39.2791,-88.4776,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,0.384,2011
Forterra Pressure Pipe Inc,4416 Prairie Hill Rd,42.4713,-89.0314,327390,PM2.5 Primary (Filt + Cond,,0.204363455,2011
Flowserve,1400 Powis Ct,41.9132,-88.2328,811310,PM2.5 Primary (Filt + Cond,,0.03,2011
Charles F Lee & Sons Inc,Flora Church Rd,42.1586,-88.9066,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.0170213,2011
Walsh Construction Corp/Terrell Materials Corp,1 O Hare Access Rd,41.9661,-87.9183,423810,PM2.5 Primary (Filt + Cond,,0.919572,2011
Busse LLC,3401 Busse Rd,42.0264,-87.9599,237310,PM2.5 Primary (Filt + Cond,,0.02180814,2011
Normal Community West High School,501 N Parkside Rd,40.5243,-89.0243,611110,PM2.5 Primary (Filt + Cond,,0.004,2011
Fitzpatrick Brothers Inc,309 Radio Rd,39.8934,-91.411,311421,PM2.5 Primary (Filt + Cond,,1.47895,2011
Cooksville Grain Co,100 S Koch St,40.5422,-88.7172,424510,PM2.5 Primary (Filt + Cond,,0.45390415,2011
Givaudan Flavors Corp,880 W Thorndale Rd,41.9824,-88.0264,311999,PM2.5 Primary (Filt + Cond,,0.039375,2011
LAMBDINS FIELD,Unknown,37.5403,-89.4862,48811,PM2.5 Primary (Filt + Cond,Airport,0.00701227,2011
Vulcan Construction Materials LLC,Job Corps Rd,37.4303,-88.4016,212312,PM2.5 Primary (Filt + Cond,,0.0546844,2011
Premier Coop,949 E 700 N,39.9801,-88.2844,424510,PM2.5 Primary (Filt + Cond,,0.25509368,2011
Western Grain Marketing LLC,14525 N 1150th Rd,40.4465,-90.6265,424510,PM2.5 Primary (Filt + Cond,,0.154553267,2011
HB Taylor Co,4830 S Christiana Ave,41.805,-87.7079,311920,PM2.5 Primary (Filt + Cond,,0.40039319,2011
Effingham County Memorial Airport,Rr 1 Box 347,39.0712,-88.534,488119,PM2.5 Primary (Filt + Cond,Airport,1.6010733,2011
G & S Asphalt,16870 N Quality Lime Rd,39.3944,-87.6655,324121,PM2.5 Primary (Filt + Cond,,0.63712802,2011
Atkinson Grain & Fertilizer Inc,400 N Spring St,41.4202,-90.0085,424510,PM2.5 Primary (Filt + Cond,,0.35544387,2011
Morrisonville Farmers Co-op,Tulpin St,39.357,-89.5312,424510,PM2.5 Primary (Filt + Cond,,0.114027403,2011
Southern Illinois Airport,N Airport Rd,37.7803,-89.2482,488119,PM2.5 Primary (Filt + Cond,Airport,3.299896398531,2011
City Of Aurora,600 S River St,41.7482,-88.3278,921110,PM2.5 Primary (Filt + Cond,,0.0255405,2011
Nokomis Quarry Co,23311 Taylorville Rd,39.3461,-89.2914,212312,PM2.5 Primary (Filt + Cond,,0.02,2011
Tellabs Operations Inc,1415 W Diehl Rd,41.8033,-88.1906,334290,PM2.5 Primary (Filt + Cond,,0.03,2011
Martin Bros Logistics LLC,674 N Ohio,40.3219,-88.1552,212312,PM2.5 Primary (Filt + Cond,,0.004667342,2011
PVS Chemicals Inc (Illinois),12260 S Carondolet Ave,41.6722,-87.5516,325130,PM2.5 Primary (Filt + Cond,Chemical Plant,0.13,2011
American Demolition Corp,120 Church St,42.2007,-88.0872,238910,PM2.5 Primary (Filt + Cond,,0.077861,2011
IL Bell Telephone Co dba AT&T Illinois,3532 N Sheffield Ave,41.9464,-87.6547,517911,PM2.5 Primary (Filt + Cond,,0.00837157,2011
Sheridan Sand & Gravel,201 N Talman Ave,41.8854,-87.6932,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0,2011
Total Grain Marketing,Railroad St,38.7426,-89.2754,424510,PM2.5 Primary (Filt + Cond,,0.51018746,2011
Walsh Construction Corp/Terrell Materials Corp,10510 Cargo Rd,41.9661,-87.9183,423810,PM2.5 Primary (Filt + Cond,,0.636718,2011
North American Lighting Inc,1875 W Main St,38.6213,-88.9835,336320,PM2.5 Primary (Filt + Cond,,0,2011
Mounds Production Co LLC,700 Industrial Park Rd,37.1059,-89.2033,212399,PM2.5 Primary (Filt + Cond,,4.02170805,2011
Tazewell County Asphalt Co Inc,23497 Ridge Rd,40.669,-89.5223,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.000580783,2011
PATTEN INDUSTRIES,Unknown,41.9242,-87.9634,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Asphalt Operating Services,651 Comiskey Rd,42.0104,-88.2559,493190,PM2.5 Primary (Filt + Cond,,0.14,2011
Fresenius Medical Care,12 Wolfer Industrial Dr,41.3378,-89.2191,621492,PM2.5 Primary (Filt + Cond,,0.000432,2011
Conair Corp,205 Shellhouse Dr,40.3148,-88.2018,325620,PM2.5 Primary (Filt + Cond,,0.06,2011
United Feeds Inc,Pilot Twp,40.2256,-87.8033,424510,PM2.5 Primary (Filt + Cond,,0.41265427,2011
Contractors Concrete Inc,9147 N County Road 870E,39.5079,-88.3092,327320,PM2.5 Primary (Filt + Cond,,0.69975411,2011
CUMBERLAND AIR PARK RLA,Unknown,39.3141,-88.3449,48811,PM2.5 Primary (Filt + Cond,Airport,0.0000816615,2011
FS Grain LLC,110 Albrecht Rd,41.5584,-89.4713,424510,PM2.5 Primary (Filt + Cond,,0.584907633,2011
Solo Cup Operating Corp,7575 S Kostner Ave,41.757,-87.7304,326121,PM2.5 Primary (Filt + Cond,"Plastic, Resin, Syn Fiber or Rubber Products Plant",3.3774244,2011
Point Ready Mix LLC,125 Arrowhead Dr,42.148,-88.5078,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.254802157,2011
Bluewater Thermal Solutions Chicago 3,5400 W Lake St,41.8996,-87.8992,332811,PM2.5 Primary (Filt + Cond,,0.255,2011
Bag Makers Inc,6606 S Union Rd,42.2301,-88.5483,323111,PM2.5 Primary (Filt + Cond,,0.03,2011
Segerdahl Corp The,1900 S 25th Ave,41.8686,-87.8639,323111,PM2.5 Primary (Filt + Cond,Printing/Publishing Facility,0.2,2011
Lovejoy Inc,2655 Wisconsin Ave,41.7888,-88.0481,333613,PM2.5 Primary (Filt + Cond,,0.00067333367,2011
Carmi Municipal Airport,1379 County Road 1500 N,38.0895,-88.1231,488119,PM2.5 Primary (Filt + Cond,Airport,0.318903,2011
Gateway FS Inc,12805 Ferrin Rd,38.6077,-89.233,424510,PM2.5 Primary (Filt + Cond,,0.148552623,2011
Invensy Pict - Appliance Controls Div,107 Washington St,42.2567,-90.2858,335314,PM2.5 Primary (Filt + Cond,,0.01,2011
Armstrong Flooring Inc,1401 N Hobbie Ave,41.1372,-87.8526,326199,PM2.5 Primary (Filt + Cond,,36.796512,2011
JACKSON FIELD,Unknown,41.1716,-89.8075,48811,PM2.5 Primary (Filt + Cond,Airport,0.00752184,2011
Sommer Products Co,7100 S Adams,40.6408,-89.6461,333992,PM2.5 Primary (Filt + Cond,,0,2011
Innertech-Nashville,18355 Enterprise Ave,38.3699,-89.3638,336390,PM2.5 Primary (Filt + Cond,,0.254032,2011
JABCO Industrial Services,500-550 Countryside Center,41.6596,-88.4463,339999,PM2.5 Primary (Filt + Cond,,0.0180706,2011
Concrete Supply LLC,7115 Monclair Ave,38.9712,-90.1835,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.0159336945,2011
Aallied Die Casting Co of Illinois,3021 Cullerton Dr,41.9341,-87.8913,331523,PM2.5 Primary (Filt + Cond,"Foundries, non-ferrous",0.351522,2011
Vulcan Construction Materials LLC,12502 Loyd Rd,42.0518,-88.7192,212312,PM2.5 Primary (Filt + Cond,,0.4832262,2011
Mars Chocolate North America LLC,15W660 79th St,41.7471,-87.9319,311520,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,0.09,2011
KEWANEE HOSPITAL,UNKNOWN,41.2217,-89.9478,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
CST Storage-Division of CST Industries Inc,345 Harvestore Dr,41.9016,-88.7563,332410,PM2.5 Primary (Filt + Cond,Industrial Machinery or Equipment Plant,11.43965897776,2011
HA International LLC,1449 Devil s Backbone Rd,41.9977,-89.3606,325998,PM2.5 Primary (Filt + Cond,,110.956686,2011
Mt Prospect Asphalt Plant -Plant 1,3401 S Busse Rd,42.026,-87.9586,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,6.1159718,2011
CHI Overhead Doors,1485 Sunrise Dr,39.708,-88.456,332321,PM2.5 Primary (Filt + Cond,,0.04190691,2011
HRI Foods/Home Run Inn Pizza,1300 Internationale Pkwy,41.6974,-88.0143,311412,PM2.5 Primary (Filt + Cond,,0.078,2011
SH Bell Co,10218 S Ave O,41.7095,-87.5417,493110,PM2.5 Primary (Filt + Cond,,1.27204249,2011
St  Louis Downtown Airport,1680 Sauget Industrial Pkwy,38.569,-90.155,488119,PM2.5 Primary (Filt + Cond,Airport,5.184071433385,2011
IL Bell Telephone Co dba AT&T Illinois,10 N Martin Luther King Dr,42.3603,-87.8345,517911,PM2.5 Primary (Filt + Cond,,0.0105539,2011
Metropolis Ready Mix,1200 E 2nd St,37.1419,-88.7183,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.000564947,2011
Central Commodities Ltd,1140 W Locust St,42.2525,-88.8577,424510,PM2.5 Primary (Filt + Cond,,1.56509564,2011
Cargil Inc,214 S Water St,40.2987,-90.0666,424510,PM2.5 Primary (Filt + Cond,,0.0167742,2011
Valley View Industries Inc,21306 N 1200 East Rd,40.9371,-88.6984,212312,PM2.5 Primary (Filt + Cond,,0.023270893,2011
Countryside Genco LLC,31725 N Route 83,42.3212,-88.032,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,8.4,2011
CSL Behring LLC,Rte 50 & Armour Rd,41.1607,-87.8548,325414,PM2.5 Primary (Filt + Cond,,4.4,2011
Creative Contract Packaging Corp,3837 E Exchange Ave,41.7651,-88.2245,311999,PM2.5 Primary (Filt + Cond,,0.272278,2011
American Cast Films Inc,401 Chaddick Dr,42.1302,-87.9141,326113,PM2.5 Primary (Filt + Cond,,0.0056962,2011
Bluff City Materials Inc,2109 W Bartlett Rd,41.9909,-88.2639,212319,PM2.5 Primary (Filt + Cond,,0.000478876,2011
Joliet Township High School,401 N Larkin Ave,41.5284,-88.1268,611110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.069312,2011
Wesco Spring Co,4501 S Knox,41.8108,-87.739,332999,PM2.5 Primary (Filt + Cond,,0.00508065,2011
American Nickeloid Co,2900 W Main St,41.324,-89.1461,332813,PM2.5 Primary (Filt + Cond,,0.6558016,2011
IL Youth Center Rushville,1680 E County Farm Rd,40.1233,-90.588,922140,PM2.5 Primary (Filt + Cond,,0.01,2011
Vulcan Construction Materials LLC,1200 Jostes Rd,39.7803,-89.4983,212321,PM2.5 Primary (Filt + Cond,,0.01,2011
Elmhurst Chicago Stone,Route 25,41.9772,-88.2749,327390,PM2.5 Primary (Filt + Cond,,0.69172962,2011
Advanced Asphalt Co,11 Sanger St,40.665,-89.6179,324121,PM2.5 Primary (Filt + Cond,,2.0325937,2011
Purina Animal Nutrition LLC,17815 Mockingbird Rd,38.3769,-89.3751,311119,PM2.5 Primary (Filt + Cond,,0.04861706,2011
Interstate Asphalt LLC,557 E US Hwy 24,40.7506,-88.0198,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.61342741,2011
TRW Automotive US LLC,902 S Second St,39.3835,-87.6995,336390,PM2.5 Primary (Filt + Cond,,0.0829787,2011
Abitec Corp,1800 S Main St,39.5941,-87.6942,311999,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,0.08,2011
Metal Recycling Systems Inc,3000 W 139th St,41.6419,-87.6917,423930,PM2.5 Primary (Filt + Cond,,0.125316,2011
Poplar Grove Airport,11619 Route 76,42.3209,-88.8361,488119,PM2.5 Primary (Filt + Cond,Airport,3.0068,2011
Specialty Sausage Co LLC,4550 W Jackson Blvd,41.8773,-87.7398,311612,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,0.24,2011
Omega Demolition Corp,5620 Bryn Mawr,41.9804,-87.8729,339999,PM2.5 Primary (Filt + Cond,,0.002509059,2011
Consolidated Grain & Barge Co,31051 E 3200 N Rd,41.0992,-88.3461,424510,PM2.5 Primary (Filt + Cond,,0.5574676667,2011
Roberts Grain Co Inc,Main and Weldon Sts,40.6139,-88.1817,424510,PM2.5 Primary (Filt + Cond,,0.25509368,2011
Smithfield Farmland Corp,1220 N 6th St Rd,40.928,-90.6419,311611,PM2.5 Primary (Filt + Cond,,5.2146152,2011
BLOCK ISLAND,Unknown,41.65,-87.6868,488210,PM2.5 Primary (Filt + Cond,Rail Yard,0.273083,2011
Ozinga Ready Mix Concrete Inc,129 S Railroad Ave,42.1376,-87.9288,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.579697873,2011
Wieland Metals Inc,567 Northgate Pkwy,42.1499,-87.9272,331420,PM2.5 Primary (Filt + Cond,,0.05,2011
Roanoke Concrete Products Co,1275 Spring Bay Rd,40.7743,-89.5282,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.83850291,2011
St Francis Hospital,1215 Franciscan Dr,39.1814,-89.6403,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.100008,2011
Illinois Air National Guard,2416 S Falcon Blvd,40.6588,-89.698,928110,PM2.5 Primary (Filt + Cond,Military Base,0.0006,2011
AkzoNobel Aerospace Coating,1 E Water St,42.3581,-87.826,325510,PM2.5 Primary (Filt + Cond,,0.11,2011
FS Grain LLC,10 S Locust St,42.1541,-89.7415,424510,PM2.5 Primary (Filt + Cond,,0.0418687,2011
Met South Inc,2100 Portland Rd,37.2145,-88.8572,327999,PM2.5 Primary (Filt + Cond,,0.8439577,2011
Asphalt Sales & Products Inc,4824 Wagon Wheel Rd,38.8102,-90.0338,324121,PM2.5 Primary (Filt + Cond,,4.158315555,2011
Dober Chemical Corp,14461 S Waverly Ave,41.6299,-87.7086,325130,PM2.5 Primary (Filt + Cond,,0.964725,2011
Ozinga Ready-Mix Concrete Inc,1021 Francis Dr,42.0112,-88.1487,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.44728055,2011
Legacy Grain Cooperative,129 W Main St,39.6254,-89.0218,424510,PM2.5 Primary (Filt + Cond,,0.45908696,2011
SKW Industries LLC,900 S Cicero Ave,41.8689,-87.7452,332812,PM2.5 Primary (Filt + Cond,,0.0323529,2011
Sublette Farmers Elevator Co,453 Inlet Rd,41.6513,-89.2398,424510,PM2.5 Primary (Filt + Cond,,0.281142857,2011
Harmon Grain LLC,RR 1,41.633,-89.6354,424510,PM2.5 Primary (Filt + Cond,,0.856868567,2011
Hillshire Brands Co,3131 Woodcreek,41.8291,-88.0336,541712,PM2.5 Primary (Filt + Cond,Bakeries,0.03,2011
Zenith Cutter Inc,5200 Zenith Pkwy,42.3453,-89.0136,332721,PM2.5 Primary (Filt + Cond,,0.455294,2011
Presence Hospitals PRV d/b/a Presence Mercy Medical Ctr,1325 N Highland Ave,41.7856,-88.3257,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.420064622,2011
River City Supply Inc,578 Barth Rd,40.9779,-90.3317,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.54084158,2011
Colonial Chapel Ltd,15525 S 73rd Ave,41.6097,-87.7974,812210,PM2.5 Primary (Filt + Cond,,1.04832,2011
Kent Nutrition Group Inc,1612 S Bend Rd,42.1784,-89.0852,311119,PM2.5 Primary (Filt + Cond,,0.2344655074,2011
FS Grain LLC,3807 E 2276th Rd,41.4865,-88.7331,424510,PM2.5 Primary (Filt + Cond,,0.2564171693,2011
Micro Circuits Inc,1225 National Ave,41.9246,-88.02,334412,PM2.5 Primary (Filt + Cond,,0.172596,2011
Illinois Department of Transportation,1700 W Jourdon St,38.9897,-88.184,926120,PM2.5 Primary (Filt + Cond,,0.003,2011
YOUNG,Unknown,41.166,-90.5553,48811,PM2.5 Primary (Filt + Cond,Airport,0.00809755,2011
EVANSTON HOSPITAL-GOLF COURSE SITE,Unknown,42.0648,-87.6845,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Hillsdale Cooperative Elevator Co,107 Butzer Rd,41.6144,-90.173,424510,PM2.5 Primary (Filt + Cond,,0.604624597,2011
McDonald Trucking & Paving Inc,28237 2000 E St,41.5567,-89.472,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.127454,2011
